"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"us_m4a3e2_76w_sherman_jumbo/us_m4a3e2_76w_sherman_jumbo_verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m4a3e2_76w_sherman_jumbo/us_m4a3e2_76w_sherman_jumbo_verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";;
"us_m4a3e8_76w_sherman/us_m4a3e8_76w_sherman_dislike";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";;
"us_m4a3e8_76w_sherman/us_m4a3e8_76w_sherman_dislike/desc";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";;
"us_m4a3e8_76w_sherman/us_m4a3e8_76w_sherman_verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m4a3e8_76w_sherman/us_m4a3e8_76w_sherman_verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";;
"us_t25/us_t25_dislike";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";;
"us_t25/us_t25_dislike/desc";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";;
"us_t25/us_t25_verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_t25/us_t25_verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";;
"us_t28/us_t28_dislike";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";;
"us_t28/us_t28_dislike/desc";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";;
"us_t28/us_t28_verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_t28/us_t28_verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";;
"us_t32_akai_victory";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";;
"us_t32_akai_victory/desc";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";;
"us_t32/us_t32_akai_victory";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";"<color=#CCA43B><TL> Akai Victory camouflage</color>";;
"us_t32/us_t32_akai_victory/desc";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";"<Thunder League> Special Akai Victory Tournament camouflage";;
"us_t32/us_t32_dislike";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";;
"us_t32/us_t32_dislike/desc";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";;
"us_t32/us_t32_verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_t32/us_t32_verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_is_2_1943_verve";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";"<color=#CCA43B><TL> Verve camouflage</color> Team";;
"ussr_is_2_1943_verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";;
"ussr_is_2_1943/ussr_is_2_1943_dislike";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";"<color=#CCA43B><TL> Dislike camouflage</color>";;
"ussr_is_2_1943/ussr_is_2_1943_dislike/desc";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";"<Thunder League> Special Dislike Tournament camouflage";;
