"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"weapons/ucav_aam";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/ucav_aam/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/ucav_agm";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/ucav_agm/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/ucav_heavy_missile";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/ucav_heavy_missile/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/cannon_for_pony";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/pony_rocket";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/rocket_rocket_3m14k_kalibr_launcher";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/rocket_rocket_3m14k_kalibr_launcher/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/rocket_tomahawk_bgm109_launcher";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/rocket_tomahawk_bgm109_launcher/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/rocket_ugm133_trident2_launcher";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/rocket_ugm133_trident2_launcher/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/dragonfly_99_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/dragonfly_99_rocket";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/dragonfly_99_rocket/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/dragonfly_atgm";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/dragonfly_atgm/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/dragonfly_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/dragonfly_cannon/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/laser_cwis";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/aa_fcv_launcher_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/acoustic_heavy_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/combat_track_missile_launcher";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/combat_track_missile_launcher/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/combat_track/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"sonicDamage/distance";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"sonicDamage/horAngles";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"sonicDamage/speed";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"sonicDamage/verAngles";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"sonicWave/name";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"sonicWave/name/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/uk_spearfish_torpedo";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/uk_spearfish_torpedo/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/mlrs_tank_rocket_launcher";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/mlrs_tank_rocket_launcher/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/su_torpedo_ugst";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/su_torpedo_ugst/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/su_ros_82op_event";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/su_ros_82op_event/short";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/152mm_19M220_rocket_launcher";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/45mm_KwK_user_cannon_for_PzKmpfLfr";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/140mm_CT_T_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"weapons/140mm_utc_l55_user_cannon";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
"130mm_asuw";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";"N/A - April Fools Weapons";;
