"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"weapons/explosives_box_item/desc";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";"Allows all allies to refill explosives in battle. Refills are limited.";;
"weapons/frag_grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";;
"frag_grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";"Frag grenade";;
"weapons/frag_grenade/desc";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";"An explosive munition designed to destroy infantry.";;
"weapons/ks_p";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";;
"ks_p";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";"18,5 KS-P shotgun";;
"weapons/ks_p/desc";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";;
"weapons/m136_at4";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";;
"m136_at4";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";"M136 AT4 anti-tank rocket launcher";;
"weapons/m136_at4/desc";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";;
"weapons/medic_box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";;
"medic_box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";"Medkits Box";;
"weapons/medic_box/desc";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";"Allows all allies to refill medkits in battle. Refills are limited.";;
"weapons/mossberg_590";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";;
"mossberg_590";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";"Mossberg 590 shotgun";;
"weapons/mossberg_590/desc";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";"A shotgun is effective against drones. It is not recommended to use it against armored infantry.";;
"weapons/mpads_igla";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";;
"mpads_igla";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";"9K38 Igla MANPADS";;
"weapons/mpads_igla/desc";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";;
"weapons/mpads_stinger";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";;
"mpads_stinger";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";"FIM-92 Stinger MANPADS";;
"weapons/mpads_stinger/desc";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";"Man-portable air-defense systems for destroying low-flying air targets.";;
"weapons/pkp_pecheneg";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";;
"pkp_pecheneg";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";"PKP Pecheneg machine gun ";;
"weapons/pkp_pecheneg/desc";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A general purpose machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";;
"weapons/pslr_1_default";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";;
"pslr_1_default";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";"PSRL-1 rocket launcher";;
"weapons/pslr_1_default/desc";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";"A hand-held anti-tank grenade launcher for destroying armoured vehicles.";;
"weapons/reapr";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";;
"reapr";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";"REAPR machine gun ";;
"weapons/reapr/desc";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";"A machine gun for destroying infantry. It is recommended to use it after installing it on bipods.";;
"weapons/rpg_7";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";;
"rpg_7";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";;
