"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"

"title/title_wasted_time_team_fan";"WastedTime Team Fan";"Fan de l'équipe WastedTime";"Fan squadra WastedTime";"WastedTime Team Fan";"Fan del Equipo WastedTime";"Фанат WastedTime Team";"WastedTime Team Fan";"WastedTime Team Fan";"WastedTime Takımı Hayranı";"WastedTime 战\t队\t粉\t丝";"WastedTime Team Fan";"WastedTime Team Fan";"Фанат команди «WastedTime»";"WastedTime Team Fan";"WastedTime Team Fan";"WastedTime Team 팬";"Фанат WastedTime Team";"WastedTime Team Fan";"WastedTime Team Fan";"WastedTime Team Fan";"Fan đội WastedTime";;
"title/title_weapon_girls";"Weapon Girls";"Raifus";"Weapon Girls";"Waffen-Mädchen";"Chicas de Arma";"Weapon Girls";"Weapon Girls";"Weapon Girls";"Silah Kızları";"武\t器\t娘";"武器娘";"Weapon Girls";"Дівчата зі зброєю";"Weapon Girls";"Weapon Girls";"웨폰 걸즈";"Weapon Girls";"Weapon Girls";"Weapon Girls";"Weapon Girls";"Những cô gái Vũ trang";;
"title/title_whispering_death";"Whispering Death";"Murmure mortel";"Morte Sussurrante";"Flüsternder Tod";"Susurro Mortal";"Шепчущая смерть";"Szepcząca Śmierć";"Šeptající smrt";"Sessiz Ölüm";"死\t亡\t低\t语";"Whispering Death";"Morte Sussurante";"Шепіт смерті";"Whispering Death";"Suttogó halál";"죽음의 속삭임";"Whispering Death";"Whispering Death";"死\t亡\t低\t語";"Whispering Death";"Cái chết thì thầm";;
"title_whispering_death/desc";"<color=#CCA43B>Awarded for:</color> XM-1 (GM) pre-order, Xbox Early Access Advanced or Elite Bundle";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";"<color=#CCA43B>Awarded for:</color> Centurion AVRE 165 pre-order";;

"title/title_white_lily";"White Lily";"Lys blanc";"Giglio Bianco";"Weiße Lilie";"Lirio Blanco";"Белая Лилия";"White Lily";"White Lily";"Beyaz Zambak";"白\t百\t合";"White Lily";"Lírio Branco";"Біла лілія";"White Lily";"White Lily";"순백의 백합";"Белая Лилия";"White Lily";"White Lily";"White Lily";"Hoa Huệ Trắng";;
"title/title_who_wills_aye_finds_a_way";"Who wills aye finds a way";"À cœur vaillant rien d'impossible";"Chi vuole, trova un modo";"Wer will, findet immer einen Weg";"Quien quiere, encuentra el camino";"Кто желает, тот отыщет путь";"Who wills aye finds a way";"Who wills aye finds a way";"İsteyen, bir yolunu bulur";"有\t志\t者\t事\t竟\t成";"Who wills aye finds a way";"Who wills aye finds a way";"Хто має волю — завжди знаходить шлях";"Who wills aye finds a way";"Who wills aye finds a way";"뜻을 좇는 자에게 길이 있다";"Кто желает, тот отыщет путь";"Who wills aye finds a way";"Who wills aye finds a way";"Who wills aye finds a way";"Nơi nào có ý chí, nơi đó có con đường";;
"title/title_will_to_uphold";"Will to Uphold";"Volonté de défendre";"Volontà di Resistere";"Wille zum Durchhalten";"Voluntad de Mantener";"Воля к поддержке";"Wola utrzymania";"Will to Uphold";"Dayanma Gücü";"矢\t志\t坚\t守";"Will to Uphold";"Will to Uphold";"Воля підтримувати";"Will to Uphold";"Will to Uphold";"굳센 의지";"Воля к поддержке";"Will to Uphold";"Will to Uphold";"Will to Uphold";"Ý chí để duy trì";;
"title_will_to_uphold/desc";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";"<color=#CCA43B>Awarded for:</color> ☨Leopard 2A4 NL «RTS» pre-order";;

"title/title_wind_of_change";"Wind of Change";"Vent du changement";"Vento del Cambiamento";"Wind of Change";"Wind of Change";"Ветер перемен";"Powiew Zmian";"Vítr změn";"Değişim Rüzgarı";"变\t迁\t之\t风";"Wind of Change";"Ventos de Mudança";"Вітер змін";"Wind of Change";"Változás szele";"변화의 바람";"Wind of Change";"Wind of Change";"變\t遷\t之\t風";"Wind of Change";"Ngọn gió thay đổi";;
"title/title_wings_of_the_motherland";"Wings of the Motherland";"Ailes de la patrie";"Ali della Madre Patria";"Flügel des Mutterlands";"Alas de la Patria";"Крылья Родины";"Wings of the Motherland";"Wings of the Motherland";"Anavatanın Kanatları";"印\t尼\t祖\t国\t之\t翼";"Wings of the Motherland";"Wings of the Motherland";"Крила Батьківщини";"Wings of the Motherland";"Wings of the Motherland";"조국의 날개";"Крылья Родины";"Wings of the Motherland";"Wings of the Motherland";"Wings of the Motherland";"Đôi cánh của Đất Mẹ";;
"title_wings_of_the_motherland/desc";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";"<color=#CCA43B>Awarded for:</color> ▅Hawk 209 pre-order";;

"title/title_wings_that_protect";"Wings that Protect";"Des ailes qui protègent";"Ali Protettrici";"Schützende Flügel";"Alas que Protegen";"Крылья-защитники";"Skrzydła które chronią";"Křídla, která chrání";"Koruyucu Kanatlar";"庇\t护\t之\t翼";"Wings that Protect";"Asas que Protegem";"Крила, що захищають";"Wings that Protect";"Wings that Protect";"수호의 날개";"Крылья-защитники";"Wings that Protect";"庇\t護\t之\t翼";"Wings that Protect";"Đôi Cánh Bảo Vệ";;
"title/title_winter_warrior";"Winter Warrior";"Guerrier de l'hiver";"Guerriero d'Inverno";"Winterkrieger";"Guerrero de Invierno";"Зимний воин";"Winter Warrior";"Winter Warrior";"Kış Savaşçısı";"冬\t日\t战\t士";"Winter Warrior";"Winter Warrior";"Зимовий воїн";"Winter Warrior";"Winter Warrior";"윈터 워리어";"Зимний воин";"Winter Warrior";"Winter Warrior";"Winter Warrior";"Chiến binh Mùa đông";;
"title/title_wonder_of_the_seas";"Wonder of the Seas";"Merveille des mers";"Meraviglia dei Mari";"Wunder der Meere";"Maravilla de los Mares";"Чудо морей";"Cud Mórz";"Wonder of the Seas";"Denizler Harikası";"海\t上\t奇\t才";"Wonder of the Seas";"Wonder of the Seas";"Чудо морів";"Wonder of the Seas";"Wonder of the Seas";"바다의 경이";"Чудо морей";"Wonder of the Seas";"Wonder of the Seas";"Wonder of the Seas";"Kỳ quan của biển cả";;
"title_wonder_of_the_seas/desc";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";"<color=#CCA43B>Awarded for:</color> HMS Nelson (28) pre-order";;

"title/title_world_on_fire";"World on Fire";"World on Fire";"Il Mondo in fiamme";"Welt in Flammen";"Mundo en Llamas";"Мир в огне";"World on Fire";"World on Fire";"Dünya Yanıyor";"点\t燃\t世\t界";"World on Fire";"World on Fire";"Світ у вогні";"World on Fire";"World on Fire";"잿빛으로 물든 세계";"Мир в огне";"World on Fire";"World on Fire";"World on Fire";"Thế giới trong Lửa";;
"title/title_world_warrior";"World Warrior";"Guerrier Mondial";"Guerriero Mondiale";"Weltkrieger";"Guerrero Mundial";"Всемирный воин";"Światowy Wojownik";"Světový bojovník";"Dünya Savaşçı";"战\t火\t纷\t飞\t的\t世\t界";"World Warrior";"Guerreiro Mundial";"Всесвітній воїн";"World Warrior";"Világháborúzó";"월드 워리어";"World Warrior";"World Warrior";"戰\t火\t紛\t飛\t的\t世\t界";"World Warrior";"Chiến binh thế giới";;
"title/title_worldwar_attack_from_the_sea";"╫ Veteran of the season: Attack from the Sea";"╫ Vétéran de la Saison: Attaque amphibie";"╫ Veterano stagionale: Attacco dal Mare";"╫ Veteran der Saison: Attack from the Sea";"╫ Veterano de la temporada: Ataque desde el Mar";"╫ Ветеран сезона: Атака с моря";"╫ Weteran sezonu: Atak z Morza";"╫ Veteran of the season: Attack from the Sea";"╫ Sezonun Ustası Attack from the Sea";"╫ 赛\t季\t老\t兵 • 逐\t梦\t深\t蓝";"╫ Veteran of the season: Attack from the Sea";"╫ Veterano da temporada: Ataque do Mar";"╫ Ветеран сезону: Атака з моря";"╫ Veteran of the season: Attack from the Sea";"╫ A szezon veteránja: támadás a tenger felől";"╫ Attack from the Sea 시즌 베테랑";"╫ Veteran of the season: Attack from the Sea";"╫ Veteran of the season: Attack from the Sea";"╫ 賽\t季\t老\t兵 • 逐\t夢\t深\t藍";"╫ Veteran of the season: Attack from the Sea";"╫ Cựu binh của mùa: Tấn công từ biển cả";;
"title/title_worldwar_road_to_the_west";"╫ Veteran of the season: Road to the West";"╫ Vétéran de la Saison: En route vers l’Ouest";"╫ Veterano stagionale: Strada per l'Occidente";"╫ Veteran der Saison: Road to the West";"╫ Veterano de la temporada: Camino al Oeste";"╫ Ветеран сезона: Дорога на Запад";"╫ Weteran sezonu: Droga na Zachód";"╫ Veteran of the season: Road to the West";"╫ Sezonun Ustası: Road to the West";"╫ 赛\t季\t老\t兵 • 西\t方\t之\t路";"╫ Veteran of the season: Road to the West";"╫ Veterano da temporada: Estrada para o Oeste";"╫ Ветеран сезону: Дорога на Захід";"╫ Veteran of the season: Road to the West";"╫ A szezon veteránja: út nyugat felé";"╫ Road to the West 시즌 베테랑";"╫ Veteran of the season: Road to the West";"╫ Veteran of the season: Road to the West";"╫ 賽\t季\t老\t兵 • 西\t方\t之\t路";"╫ Veteran of the season: Road to the West";"╫ Cựu binh của mùa: Tây Du Kí";;
"title/title_yamato_air_lines";"Yamato Air Lines";"Yamato Air Lines";"Yamato Air Lines";"Yamato Air Lines";"Líneas Aéreas Yamato";"Yamato Air Lines";"Linie Lotnicze Yamato";"Yamato Air Lines";"Yamato Hava Kuvvetleri";"大\t和\t航\t空";"大和航空";"Linhas Áreas Yamato";"Yamato Air Lines";"Yamato Air Lines";"Yamato Air Lines";"야마토 항공";"Yamato Air Lines";"Yamato Air Lines";"大\t和\t航\t空";"Yamato Air Lines";"Yamato Air Lines";;
"title/title_yamato_damashii";"Yamato-damashii";"Yamato-damashii";"Yamato-damashii";"Yamato-damashii";"Yamato-damashii";"Yamato-damashii";"Yamato-damashii";"Jamato-damaši";"Yamato-damashii";"大\t和\t魂";"大和魂";"Yamato-damashii";"Yamato-damashii";"Yamato-damashii";"Yamato-damashii";"야마토 정신";"Yamato-damashii";"Yamato-damashii";"大\t和\t魂";"Yamato-damashii";"Yamato-damashii";;
"title/title_yee_haw";"Yee-Haw!";"Yee-Haw!";"Yee-Haw!";"Yee-Haw!";"Yee-Haw!";"Йи-ха!";"Yee-Haw!";"Yee-Haw!";"Yee-Haw!";"噫\t—\t哈\t—！";"Yee-Haw!";"Yee-Haw!";"Юю-хуу!";"Yee-Haw!";"Yee-Haw!";"끼얏호우!";"Йи-ха!";"Yee-Haw!";"Yee-Haw!";"Yee-Haw!";"Yee-Haw!";;
"title/title_youtube_cup_champion";"YouTube Cup Champion";"Champion de la Coupe YouTube";"Campione Coppa YouTube";"YouTube Cup Champion";"Campeón de la Copa YouTube";"Чемпион YouTube Cup";"Triumfator Pucharu YouTube";"Vítěz poháru YouTube";"YouTube Kupası Şampiyonu";"YouTube 杯\t冠\t军";"YouTube Cup Champion";"Campeão da Taça YouTube";"Чемпіон YouTube Cup";"Šampion YouTube kupa";"YouTube Kupa-bajnok";"유튜브 컵 챔피언";"Чэмпіён YouTube Cup";"YouTube Cup Champion";"YouTube 盃\t冠\t軍";"YouTube Cup Champion";"Nhà Vô Địch Cúp YouTube";;
"title/tl_fan_arcade";"Arcade eSports Fan";"Fan d'eSport en Arcade";"Fan Arcade eSports";"Arcade eSports Fan";"Seguidor de Arcade eSports";"Фанат Arcade eSports";"Kibic Arcade eSports";"Arcade eSports fan";"Arcade e-Sporları hayranı";"Arcade eSports 队\t粉\t丝";"Arcade eSports Fan";"Fã de Arcade eSports";"Фанат Arcade eSports";"Arcade eSports fan";"Arcade eSports rajongó";"Arcade eSports 팬";"Фанат Arcade eSports";"Arcade eSports Fan";"Arcade eSports 粉\t絲";"Arcade eSports Fan";"Fan Arcade eSports";;
"title/tl_fan_dislike";"Dislike Team Fan";"Fan de l’équipe Dislike";"Fan Squadra Dislike";"Team Dislike Fan";"Seguidor del Equipo Dislike";"Фанат Dislike Team";"Kibic Dislike Team";"Dislike Team fan";"Dislike Takımı hayranı";"Dislike Team 队\t粉\t丝";"Dislike Team Fan";"Fã da Equipe Dislike";"Фанат Dislike Team";"Dislike Tim fan";"Dislike rajongó";"Dislike Team 팬";"Фанат Dislike Team";"Dislike Team Fan";"Dislike Team 粉\t絲";"Dislike Team Fan";"Fan đội Dislike";;
"title/tl_fan_verve";"Verve Team Fan";"Fan de l’équipe Verve";"Fan Squadra Verve";"Team Verve Fan";"Seguidor del Equipo Verve";"Фанат Verve";"Kibic Verve Team";"Verve Team fan";"Verve Takımı hayranı";"Verve Team 队\t粉\t丝";"Verve Team Fan";"Fã da Equipe Verve";"Фанат Verve";"Verve Tim fan";"Verve rajongó";"Verve Team 팬";"Фанат Verve";"Verve Team Fan";"Verve Team 粉\t絲";"Verve Team Fan";"Fan Verve Team";;


"title/title_rammer";"Rammer";"Rammer";"Speronatore";"Rammer";"Embestidor";"Таранщик";"Taran";"Beran";"Tokmak";"灾​星";"当たり\t屋";"Rammer";"Таранщик";"Sudarač";"Döngölő";"박치기왕";"Тараншчык";"Berbec";"災​星";"灾​星";"Người húc xe";;
"title/title_cannon_fodder";"Cannon Fodder";"Chair à Canon";"Carne da macello";"Kanonenfutter";"Carne de Cañón";"Пушечное мясо";"Mięso Armatnie";"Kanónenfutr";"Azap Asker";"炮​灰";"身代わり";"Bucha de Canhão";"Гарматне м'ясо";"Topovsko meso";"Ágyútöltelék";"총알받이";"Гарматнае мяса";"Carne de tun";"炮​灰";"炮​灰";"Bia đỡ đạn";;
"title/title_inapproachable";"Unapproachable";"Inapprochable";"Inapprocciabile";"Unantastbar";"Inalcanzable";"Неприступный";"Nietykalny";"Nedostižný";"Yaklaşılmaz";"飞​行​刺​猬";"接近不可";"Inaproximável";"Неприступний";"Nedostižan";"Megközelíthetetlen";"접근 불가";"Непрыступны";"Inabordabil";"飛​行​刺​蝟";"飞​行​刺​猬";"Không thể tiếp cận";;
"title/title_champion";"Champion";"Champion";"Campione";"Champion";"Campeón";"Чемпион";"Czempion";"Šampion";"Şampiyon";"我​是​冠​军";"チャンピオン";"Campeão";"Чемпіон";"Šampion";"Bajnok";"챔피언";"Чэмпіён";"Campion";"我​是​冠​軍";"常​胜​者";"Nhà vô địch";;
"title/title_conqueror";"Conqueror";"Conquérant";"Conquistatore";"Eroberer";"Conquistador";"Завоеватель";"Zdobywca";"Dobyvatel";"Fatih";"征​服​者";"征服者";"Conquistador";"Завойовник";"Osvajač";"Hódító";"정복자";"Заваёўнік";"Cuceritor";"征​服​者";"征​服​者";"Nhà chinh phục";;
"title/title_nine_lived";"Nine Lives";"Neuf vies";"Nove-vite";"Neun Leben";"Nueve Vidas";"Девять жизней";"Nieśmiertelny";"Přeživší";"Dokuz canlı";"九​条​命";"不屈";"Nove vidas";"Дев'ять життів";"Devet života";"Kilenc életű";"고양이 목숨";"Дзевяць жыццяў";"Nouă vieți";"九​條​命";"九​条​命";"Chín mạng";;
"title/title_disguise_expert";"Master of Disguise";"Expert en déguisement";"Esperto della Mimetizzazione";"Meister der Täuschung";"Maestro del Disfraz";"Мастер маскировки";"Król Maskarady";"Mistr přestrojení";"Tedbili Kıyafet Ustası";"伪​装​大​师";"二十面相";"Especialista em Disfarces";"Майстер маскування";"Stručnjak za prerušavanje";"Álcamester";"변장의 귀재";"Майстар маскіроўкі";"Maestru al deghizării";"偽​裝​大​師";"伪​装​大​师";"Chuyên gia ngụy trang";;
"title/title_virtual_pilot";"Virtual Pilot";"Pilote virtuel";"Pilota Virtuale";"Virtueller Pilot";"Piloto Virtual";"Виртуальный пилот";"Wirtualny Pilot";"Virtuální Pilot";"Sanal Pilot";"模​飞​专​家";"バーチャルパイロット";"Piloto Virtual";"Віртуальний пілот";"Virtualni pilot";"Virtuális pilóta";"가상 조종사";"Віртуальны пілот";"Pilot virtual";"模​飛​專​家";"模​飞​专​家";"Phi công ảo";;
"title/title_explorer";"Explorer";"Explorateur";"Esploratore";"Entdecker";"Explorador";"Странник";"Odkrywca";"Průzkumník";"Kaşif";"探​险​家";"探検者";"Explorador";"Мандрівник";"Istraživač";"Felfedező";"탐험가";"Даследнік";"Explorator";"探​險​家";"探​险​家";"Nhà khám phá";;
"title/title_brother_of_the_brush";"Brother of the Brush";"Frère d'arme";"Artista";"Pinselbruder";"Hermano del Pincel";"Художник";"Powietrzny Da Vinci";"Malíř";"Fırça Kardeşi";"油​漆​工";"同業者";"Brother of the Brush";"Художник";"Braća po četki";"Művész";"화가";"Мастак";"Artist";"油​漆​工";"油​漆​工";"Anh em của cọ vẽ";;
"title/title_fine_art_expert";"Fine Art Expert";"Artiste";"Artista Raffinato";"Kunstkenner";"Experto en Bellas Artes";"Искусствовед";"Znawca Sztuki";"Umělec";"Güzel Sanatlar Uzmanı";"艺​术​家";"芸術の\t専門家";"Especialista em Belas Artes";"Мистецтвознавець";"Stručnjak za likovnu umetnost";"Művészetszakértő";"순수 미술가";"Мастацтвазнавец";"Expert artistic";"藝​術​家";"艺​术​家";"Chuyên gia mỹ nghệ";;
"title/title_anarchist";"Blaster";"Blaster";"Sterminatore";"Sprengmeister";"Cohetero";"Анархист";"Spustoszyciel";"Raketometčík";"Patlatıcı";"火​箭​狂";"ブラスター";"Blaster";"Анархіст";"Razvaljivač";"Robbantó";"로켓성애자";"Ракетчык";"Anarhist";"火​箭​狂";"火​箭​狂";"Súng laser";;
"title/title_elite_commander";"Elite Commander";"Commandant d'élite";"Comandante d'Elite";"Elitekommandant";"Comandante de Élite";"Командир элиты";"Elitarny Dowódca";"Elitní velitel";"Seçkin Komutan";"精​英​指​挥​官";"エリートコマンダー";"Comandante Elite";"Командир еліти";"Elitni zapovednik";"Elit parancsnok";"정예 지휘관";"Камандзір эліты";"Comandant de elită";"精​英​指​揮​官";"精​英​指​挥​官";"Chỉ huy ưu tú";;
"title/title_jet_powered";"Jet-Powered";"Jet-Powered";"Pilota Jet";"Strahlgetrieben";"Propulsado a Reacción";"Реактивный";"Odlotowy";"Tryskáč";"Jet Güçlü";"喷​气​动​力";"ジェットエンジン\t式";"Propulsionado a jato";"Реактивний";"Mlazni pogon";"Sugárhajtású";"제트 추진";"Рэактыўны";"Propulsat cu reacție";"噴​射​動​力";"喷​气​动​力";"Phản lực";;
"title/title_superior";"Superior";"Supérieur";"Superiore";"Überlegen";"Superior";"Исключительный";"Ponadprzeciętny";"Extratřída";"Üstün";"胜​人​一​等";"優勢";"Superior";"Винятковий";"Superioran";"Kivételes harcos";"우등생";"Надзвычайны";"Superior";"勝​人​一​等";"胜​人​一​等";"Thượng đẳng";;
"title/title_research_pilot";"Research Pilot";"Pilote d'essai";"Pilota Ricercatore";"Forschungspilot";"Piloto de Investigación";"Знаток самолётов";"Pilot Oblatywacz";"Výzkumný pilot";"Araştırma pilotu";"飞​行​研​究​员";"研究\tパイロット";"Piloto de Pesquisas";"Знавець літаків";"Pilot istraživač";"Fejlesztőpilóta";"연구원 조종사";"Лётчык-выпрабавальнік";"Pilot de cercetare";"飛​行​研​究​員";"飞​行​研​究​员";"Phi công nghiên cứu";;
"title/title_chief_research_pilot";"Senior Research Pilot";"Pilote de Recherche Senior";"Pilota Ricercatore Superiore";"Leitender Forschungspilot";"Piloto de Investigación Senior";"Эксперт по самолётам";"Starszy Pilot Oblatywacz";"Vedoucí výzkumný pilot";"Kıdemli Araştırma Pilotu";"高​级​飞​行​研​究​员";"先任研究\tパイロット";"Piloto de Pesquisas Sénior";"Експерт по літаках";"Stariji pilot istraživač";"Vezető fejlesztőpilóta";"선임 연구원 조종사";"Старшы лётчык-выпрабавальнік";"Pilot de cercetare senior";"高​級​飛​行​研​究​員";"高​级​飞​行​研​究​员";"Phi công nghiên cứu cấp cao";;
"title/title_aircraft_designer";"Flight Model Designer";"Flight Model Designer";"Progettista di Modelli di volo";"Flugmodellentwickler";"Diseñador de Modelos de Vuelo";"Авиаконструктор";"Projektant Modeli Lotów";"Návrhář letového modelu";"Uçuş Modeli Tasarımcısı";"气​动​模​型​设​计​师";"飛行\tモデル\t設計者";"Flight Model Designer";"Авіаконструктор";"Dizajner letačkih modela";"Repülésimodell-tervező";"비행모델 설계사";"Авіяканструктар";"Designer model de zbor";"氣​動​模​型​設​計​師";"气​动​模​型​设​计​师";"Nhà thiết kế mô hình bay";;
"title/title_master_aircraft_designer";"Senior Flight Model Designer";"Senior Flight Model Designer";"Progettista di modelli di volo Superiore";"Leitender Flugmodellentwickler";"Diseñador Senior de Modelos de Vuelo";"Старший авиаконструктор";"Starszy Projektant Modeli Lotów";"Vedoucí návrhář letového modelu";"Kıdemli Uçuş Modeli Tasarımcısı";"高​级​气​动​模​型​设​计​师";"先任飛行\tモデル\t設計者";"Senior Flight Model Designer";"Старший авіаконструктор";"Stariji dizajner letačkih modela";"Vezető repülésimodell-tervező";"선임 비행모델 설계사";"Старшы авіяканструктар";"Designer senior model de zbor";"高​級​氣​動​模​型​設​計​師";"高​级​气​动​模​型​设​计​师";"Nhà thiết kế mô hình bay cấp cao";;
"title/title_game_master";"Game Master";"Game Master";"Game Master";"Game Master";"Maestro de Juego";"Гейм-мастер";"Game Master";"Game master";"Game Master";"游​戏​管​理​员";"ゲームマスター";"Game Master";"Гейм-майстер";"Game Master";"Játékmester";"게임 마스터";"Гейм-майстар";"Maestru joc";"遊​戲​管​理​員";"游​戏​管​理​员";"Chủ trò chơi";;
"title/title_forum_moderator";"Forum Moderator";"Modérateur forum";"Moderatore del Forum";"Forenmoderator";"Moderador del Foro";"Модератор форума";"Forum Moderator";"Moderátor fóra";"Forum Moderatörü";"论​坛​管​理​员";"フォーラムモデレーター";"Forum Moderator";"Модератор форуму";"Urednik foruma";"Fórummoderátor";"포럼 관리자";"Мадэратар форуму";"Moderator forum";"論​壇​管​理​員";"论​坛​管​理​员";"Quản trị viên diễn đàn";;
