"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"loading/aircraft/tip73";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";"The OS2U played numerous roles, including artillery spotter and even providing cover for amphibious operations.";;
"loading/aircraft/tip74";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";"The tropical variant, the Bf.109F-4, protected the pilot from overheating on the ground with a mounted umbrella covering the cockpit.";;
"loading/aircraft/tip75";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";"The absence of armor on the H6K4 was due to the plane’s long range (up to 6000 km).";;
"loading/aircraft/tip76";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";"The PBY Catalina was the most popular seaplane; some are still in civilian use.";;
"loading/aircraft/tip77";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";"The A5M was the world's first monoplane carrier-based fighter.";;
//"loading/help_consoleTip";;;;;;;;;;;;;;;;;;;;;;"let it be empty";//
//ground//
"loading/tank/tip17";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";"Use your binoculars {{ID_CAMERA_BINOCULARS}}, it costs nothing.";;
"loading/tank/tip18";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";"Do not stand near a bomb!";;
"loading/tank/newbie/tip19";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";"You can repair your damaged tank at the captured point even without the researched ""Parts"" modification.";;
"loading/tank/tip20";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";"HEAT shells and rockets explode in contact with any obstacles, such as trees or fences. Consider this when shooting at the enemy.";;
"loading/tank/newbie/tip21";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";"You can use your favorite vehicle twice in the same battle if you have a ""Backup vehicle"". A ""Backup vehicle"" can be purchased in the modifications window or received as a result of a battle.";;
"loading/tank/newbie/tip22";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";"Before using an aircraft in arcade tank battles, make sure that your tank is under cover and will not be destroyed while you are in the sky.";;
"loading/tank/newbie/tip23";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";"The ""Tracks"" modification significantly improves the maneuverability of the tank, especially when turning on the spot.";;
"loading/tank/tip25";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";"The armor penetration indicator shows the probability of damaging the target without taking into account the movement of the player's and the opponent's vehicles as well as the network delay. During the projectile flight to the target, the point and angle of attack can change significantly.";;
//naval//
"loading/ship/tip30";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";"To show the control help list, press {{ID_HELP}}";;
"loading/ship/tip31";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";"In the menu, you can enable a single button fire with the main and auxiliary calibres: the main calibre fires first, then the auxiliary calibre fires on the next press.";;
